[INFO] Experiment mode is :  ON
[INFO] ODE function :  laplacian
[INFO] Block type :  attention
[INFO] T value :  128.0
[INFO] L1 regularization on :  False
[INFO] L1 reg coefficient :  0.001
/home/administrator/anaconda3/envs/deepgrand/lib/python3.8/site-packages/torchdiffeq/_impl/misc.py:11: UserWarning: Dopri5Solver: Unexpected arguments {'step_size': 1}
  warnings.warn('{}: Unexpected arguments {}'.format(solver.__class__.__name__, unused_kwargs))
GNNEarly
m1.module.weight
torch.Size([80, 1433])
m1.module.bias
torch.Size([80])
m2.module.weight
torch.Size([7, 80])
m2.module.bias
torch.Size([7])
odeblock.odefunc.alpha_train
torch.Size([])
odeblock.odefunc.beta_train
torch.Size([])
odeblock.odefunc.alpha_sc
torch.Size([1])
odeblock.odefunc.beta_sc
torch.Size([1])
odeblock.odefunc.w
torch.Size([80, 80])
odeblock.odefunc.d
torch.Size([80])
odeblock.reg_odefunc.odefunc.alpha_train
torch.Size([])
odeblock.reg_odefunc.odefunc.beta_train
torch.Size([])
odeblock.reg_odefunc.odefunc.alpha_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.beta_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.w
torch.Size([80, 80])
odeblock.reg_odefunc.odefunc.d
torch.Size([80])
odeblock.multihead_att_layer.Q.weight
torch.Size([128, 80])
odeblock.multihead_att_layer.Q.bias
torch.Size([128])
odeblock.multihead_att_layer.V.weight
torch.Size([128, 80])
odeblock.multihead_att_layer.V.bias
torch.Size([128])
odeblock.multihead_att_layer.K.weight
torch.Size([128, 80])
odeblock.multihead_att_layer.K.bias
torch.Size([128])
odeblock.multihead_att_layer.Wout.weight
torch.Size([80, 16])
odeblock.multihead_att_layer.Wout.bias
torch.Size([80])
/home/administrator/anaconda3/envs/deepgrand/lib/python3.8/site-packages/torchdiffeq/_impl/misc.py:11: UserWarning: EarlyStopDopri5: Unexpected arguments {'step_size': 1}
  warnings.warn('{}: Unexpected arguments {}'.format(solver.__class__.__name__, unused_kwargs))
Epoch: 001, Runtime 1.090136, Loss 1.949404, forward nfe 242, backward nfe 0, Train: 0.1429, Val: 0.0779, Test: 0.0893, Best time: 46.2173
Epoch: 002, Runtime 1.051114, Loss 2.073503, forward nfe 1098, backward nfe 0, Train: 0.1429, Val: 0.0779, Test: 0.0893, Best time: 128.0000
Epoch: 003, Runtime 1.066426, Loss 1.985631, forward nfe 1960, backward nfe 0, Train: 0.1429, Val: 0.0779, Test: 0.0893, Best time: 128.0000
Epoch: 004, Runtime 1.199136, Loss 2.153219, forward nfe 2822, backward nfe 0, Train: 0.1429, Val: 0.1404, Test: 0.1350, Best time: 128.0000
Epoch: 005, Runtime 1.043722, Loss 1.932230, forward nfe 3690, backward nfe 0, Train: 0.1429, Val: 0.1404, Test: 0.1350, Best time: 128.0000
Epoch: 006, Runtime 1.061260, Loss 1.926276, forward nfe 4552, backward nfe 0, Train: 0.3143, Val: 0.3088, Test: 0.3046, Best time: 0.8004
Epoch: 007, Runtime 1.050059, Loss 1.947168, forward nfe 5408, backward nfe 0, Train: 0.3357, Val: 0.3206, Test: 0.3269, Best time: 3.3306
Epoch: 008, Runtime 1.046046, Loss 1.953380, forward nfe 6264, backward nfe 0, Train: 0.3357, Val: 0.3206, Test: 0.3269, Best time: 128.0000
Epoch: 009, Runtime 1.054194, Loss 1.956341, forward nfe 7120, backward nfe 0, Train: 0.3357, Val: 0.3206, Test: 0.3269, Best time: 128.0000
Epoch: 010, Runtime 1.154203, Loss 1.945234, forward nfe 7976, backward nfe 0, Train: 0.3357, Val: 0.3206, Test: 0.3269, Best time: 128.0000
Epoch: 011, Runtime 1.034715, Loss 1.924840, forward nfe 8832, backward nfe 0, Train: 0.3357, Val: 0.3206, Test: 0.3269, Best time: 128.0000
Epoch: 012, Runtime 1.041157, Loss 1.909886, forward nfe 9682, backward nfe 0, Train: 0.3357, Val: 0.3206, Test: 0.3269, Best time: 128.0000
Epoch: 013, Runtime 1.042131, Loss 1.911657, forward nfe 10526, backward nfe 0, Train: 0.3357, Val: 0.3206, Test: 0.3269, Best time: 128.0000
Epoch: 014, Runtime 1.039257, Loss 1.923522, forward nfe 11370, backward nfe 0, Train: 0.3357, Val: 0.3206, Test: 0.3269, Best time: 128.0000
Epoch: 015, Runtime 1.037382, Loss 1.914320, forward nfe 12220, backward nfe 0, Train: 0.3357, Val: 0.3206, Test: 0.3269, Best time: 128.0000
Epoch: 016, Runtime 1.041626, Loss 1.894615, forward nfe 13070, backward nfe 0, Train: 0.3357, Val: 0.3206, Test: 0.3269, Best time: 128.0000
Epoch: 017, Runtime 1.022445, Loss 1.879358, forward nfe 13908, backward nfe 0, Train: 0.3357, Val: 0.3206, Test: 0.3269, Best time: 128.0000
Epoch: 018, Runtime 1.038670, Loss 1.871337, forward nfe 14752, backward nfe 0, Train: 0.3357, Val: 0.3206, Test: 0.3269, Best time: 128.0000
Epoch: 019, Runtime 1.034902, Loss 1.861210, forward nfe 15596, backward nfe 0, Train: 0.4214, Val: 0.3478, Test: 0.3543, Best time: 5.4228
Epoch: 020, Runtime 1.031852, Loss 1.851336, forward nfe 16434, backward nfe 0, Train: 0.4571, Val: 0.3831, Test: 0.3888, Best time: 5.3410
Epoch: 021, Runtime 1.023345, Loss 1.837611, forward nfe 17278, backward nfe 0, Train: 0.4571, Val: 0.3831, Test: 0.3888, Best time: 128.0000
Epoch: 022, Runtime 1.040322, Loss 1.809978, forward nfe 18116, backward nfe 0, Train: 0.4571, Val: 0.3831, Test: 0.3888, Best time: 128.0000
Epoch: 023, Runtime 1.019734, Loss 1.788640, forward nfe 18942, backward nfe 0, Train: 0.4571, Val: 0.3831, Test: 0.3888, Best time: 128.0000
Epoch: 024, Runtime 1.166326, Loss 1.763779, forward nfe 19774, backward nfe 0, Train: 0.4929, Val: 0.4500, Test: 0.4355, Best time: 2.6401
Epoch: 025, Runtime 0.992682, Loss 1.727529, forward nfe 20606, backward nfe 0, Train: 0.5500, Val: 0.5235, Test: 0.5198, Best time: 6.7348
Epoch: 026, Runtime 1.010000, Loss 1.689759, forward nfe 21438, backward nfe 0, Train: 0.5786, Val: 0.5949, Test: 0.5878, Best time: 5.5859
Epoch: 027, Runtime 1.004429, Loss 1.642242, forward nfe 22264, backward nfe 0, Train: 0.6357, Val: 0.6235, Test: 0.6386, Best time: 6.5273
Epoch: 028, Runtime 0.974716, Loss 1.616110, forward nfe 23084, backward nfe 0, Train: 0.6571, Val: 0.6382, Test: 0.6467, Best time: 11.5472
Epoch: 029, Runtime 0.966553, Loss 1.565350, forward nfe 23904, backward nfe 0, Train: 0.6571, Val: 0.6478, Test: 0.6508, Best time: 15.3766
Epoch: 030, Runtime 0.958262, Loss 1.506217, forward nfe 24724, backward nfe 0, Train: 0.6286, Val: 0.6551, Test: 0.6558, Best time: 22.3089
Epoch: 031, Runtime 0.974245, Loss 1.463987, forward nfe 25532, backward nfe 0, Train: 0.6571, Val: 0.6691, Test: 0.6701, Best time: 28.2661
Epoch: 032, Runtime 0.985087, Loss 1.426964, forward nfe 26334, backward nfe 0, Train: 0.7143, Val: 0.6978, Test: 0.7076, Best time: 50.9566
Epoch: 033, Runtime 0.972161, Loss 1.365156, forward nfe 27124, backward nfe 0, Train: 0.7357, Val: 0.7044, Test: 0.7289, Best time: 69.6193
Epoch: 034, Runtime 0.973448, Loss 1.290359, forward nfe 27926, backward nfe 0, Train: 0.7500, Val: 0.7147, Test: 0.7269, Best time: 88.2890
Epoch: 035, Runtime 0.968129, Loss 1.257209, forward nfe 28710, backward nfe 0, Train: 0.7357, Val: 0.7257, Test: 0.7482, Best time: 121.5266
Epoch: 036, Runtime 0.947190, Loss 1.214309, forward nfe 29476, backward nfe 0, Train: 0.7571, Val: 0.7426, Test: 0.7523, Best time: 151.3956
Epoch: 037, Runtime 0.938814, Loss 1.158629, forward nfe 30248, backward nfe 0, Train: 0.7500, Val: 0.7485, Test: 0.7584, Best time: 124.7838
Epoch: 038, Runtime 0.924645, Loss 1.090028, forward nfe 31014, backward nfe 0, Train: 0.7857, Val: 0.7493, Test: 0.7553, Best time: 229.6543
Epoch: 039, Runtime 0.919057, Loss 1.041128, forward nfe 31768, backward nfe 0, Train: 0.7857, Val: 0.7493, Test: 0.7553, Best time: 128.0000
Epoch: 040, Runtime 0.917374, Loss 0.994436, forward nfe 32522, backward nfe 0, Train: 0.7857, Val: 0.7493, Test: 0.7553, Best time: 128.0000
Epoch: 041, Runtime 0.909707, Loss 0.968467, forward nfe 33270, backward nfe 0, Train: 0.7857, Val: 0.7493, Test: 0.7553, Best time: 128.0000
Epoch: 042, Runtime 0.879181, Loss 0.910282, forward nfe 34000, backward nfe 0, Train: 0.8000, Val: 0.7684, Test: 0.7746, Best time: 89.1095
Epoch: 043, Runtime 0.889314, Loss 0.887307, forward nfe 34730, backward nfe 0, Train: 0.8000, Val: 0.7684, Test: 0.7746, Best time: 128.0000
Epoch: 044, Runtime 0.888718, Loss 0.869628, forward nfe 35454, backward nfe 0, Train: 0.8143, Val: 0.7824, Test: 0.8020, Best time: 84.8128
Epoch: 045, Runtime 0.882123, Loss 0.842742, forward nfe 36178, backward nfe 0, Train: 0.8286, Val: 0.7956, Test: 0.7980, Best time: 110.8114
Epoch: 046, Runtime 0.854356, Loss 0.789395, forward nfe 36890, backward nfe 0, Train: 0.8286, Val: 0.7956, Test: 0.7980, Best time: 128.0000
Epoch: 047, Runtime 0.848143, Loss 0.811913, forward nfe 37590, backward nfe 0, Train: 0.8286, Val: 0.7956, Test: 0.7980, Best time: 128.0000
Epoch: 048, Runtime 0.847388, Loss 0.785271, forward nfe 38278, backward nfe 0, Train: 0.8286, Val: 0.7956, Test: 0.7980, Best time: 128.0000
Epoch: 049, Runtime 0.841293, Loss 0.817920, forward nfe 38972, backward nfe 0, Train: 0.8286, Val: 0.7956, Test: 0.7980, Best time: 128.0000
Epoch: 050, Runtime 0.822967, Loss 0.769057, forward nfe 39648, backward nfe 0, Train: 0.8143, Val: 0.8103, Test: 0.8223, Best time: 94.0114
Epoch: 051, Runtime 0.844037, Loss 0.711680, forward nfe 40324, backward nfe 0, Train: 0.8143, Val: 0.8103, Test: 0.8223, Best time: 128.0000
Epoch: 052, Runtime 0.822102, Loss 0.764116, forward nfe 41006, backward nfe 0, Train: 0.8143, Val: 0.8103, Test: 0.8223, Best time: 128.0000
Epoch: 053, Runtime 0.811879, Loss 0.699816, forward nfe 41676, backward nfe 0, Train: 0.8357, Val: 0.8191, Test: 0.8193, Best time: 71.0209
